Date Local,County Code,Parameter Name,Units of Measure,Arithmetic Mean,CBSA Name
2019-01-01,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.620833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.158333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.258333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.766667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.270833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),1.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),1.845833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.0875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.104167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.970833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.1875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.404348,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.329167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.429167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,99,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.813043,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.325,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.929167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.425,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.558333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.379167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),12.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.704167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),12.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.479167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.766667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.429167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.579167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),12.016667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),12.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.116667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.1125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.1125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.341667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.0875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.3375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.2125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,99,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.2625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.704167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.313043,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.775,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.883333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.145833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.629167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.865217,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.729167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.695833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.395833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.366667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.145833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.320833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.6375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.508333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,99,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.645833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.6625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.5625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.958333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.795833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.0875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.954167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.479167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.291304,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.645833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.079167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.129167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.370833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.179167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,99,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.204167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.420833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.208333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.841667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.620833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.713043,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.35,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.808333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.2625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),13.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.258333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),13.425,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),14.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.363158,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.029167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),14.325,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),12.770833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),15.4875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),16.3875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,86,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),12.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.369565,"Miami-Fort Lauderdale-West Palm Beach, FL"
