Date Local,County Code,Parameter Name,Units of Measure,Arithmetic Mean,CBSA Name
2019-01-10,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),21,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),12,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),20,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),12,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),16,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),12,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),12,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),12,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),17,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),19,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),25,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),18,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),18,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),15,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),27,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),15,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),14,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),23,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-17,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-17,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),23,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-17,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),14,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-17,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),12,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-18,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),28,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-18,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),15,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-18,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),18,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-18,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),14,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-19,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),23,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-19,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),12,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-19,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),14,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-19,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-20,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),13,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-20,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),13,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-20,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),18,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-20,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-21,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),12,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-21,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-21,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),17,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-21,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-22,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),18,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-22,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),16,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-22,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),28,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-22,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),16,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-23,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),24,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-23,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),24,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-23,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),35,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-23,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),34,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-24,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),13,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-24,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),24,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-24,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),17,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-24,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),18,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-25,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),13,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-25,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-25,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-25,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),19,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-26,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-26,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-26,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-26,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-27,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-27,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-27,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),14,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-27,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-28,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-28,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-28,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-28,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-29,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-29,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-29,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-29,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),16,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-30,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-30,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),10,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-30,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),10,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-30,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),21,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-31,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),19,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-31,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-31,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),12,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-31,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-01,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),17,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-01,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),12,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-01,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),18,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-01,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),12,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-02,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),18,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-02,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),14,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-02,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),13,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-02,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),14,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-03,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-03,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-03,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-03,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),10,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-04,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-04,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-04,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),12,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-04,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),14,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-05,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),14,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-05,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-05,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),10,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-05,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-06,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-06,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),13,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-06,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),10,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-06,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-07,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),10,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-07,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-07,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),13,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-07,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),10,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-08,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),10,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-08,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-08,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-08,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-09,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-09,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-09,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-09,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-10,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),15,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-10,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),16,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-10,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),14,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-10,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),10,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-11,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),17,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-11,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),16,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-11,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),22,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-12,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),18,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-12,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),13,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-12,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),21,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-13,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-13,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-13,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-14,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),19,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-14,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),12,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-14,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),13,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-15,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),14,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-15,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),20,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-15,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-15,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-16,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),19,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-16,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-16,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),13,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-16,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-17,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-17,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),13,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-17,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-17,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-18,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),18,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-18,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),12,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-18,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),20,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-18,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),18,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-19,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),21,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-19,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),14,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-19,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),22,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-19,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),12,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-20,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),16,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-20,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),15,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-20,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),23,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-20,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),21,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-21,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),19,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-21,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),17,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-21,86,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),22,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-21,99,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),15,"Miami-Fort Lauderdale-West Palm Beach, FL"
