Date Local,County Code,Parameter Name,Units of Measure,Arithmetic Mean,CBSA Name
2019-01-11,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),2.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.4125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),4.625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),3.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),3.333333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.245833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),4.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.133333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.475,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),2.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),2.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.045833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),13.875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.838095,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),13.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),11.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),11.2625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),11.583333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),9.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),11.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),9.891667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),10.804167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),10.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),8.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),8.482609,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-17,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),10.320833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-17,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-17,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),9.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-17,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),9.370833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-17,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),10.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-18,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),9.166667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-18,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),10.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-18,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),11.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-18,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),11.0125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-18,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),10.429167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-19,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),10.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-19,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),10.8375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-19,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),9.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-19,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),9.458333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-19,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-19,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.25,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-20,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),3.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-20,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-20,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.1125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-20,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.293333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-20,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),3.083333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-21,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.866667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-21,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.8375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-21,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-21,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-21,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),2.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-21,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),2.875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-22,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.473913,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-22,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-22,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),2.541667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-22,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.779167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-22,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),2.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-22,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-23,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.3875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-23,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),3.166667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-23,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.345833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-23,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-23,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-23,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),3.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-24,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),3.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-24,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.804167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-24,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-24,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),4.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-24,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),3.208333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-24,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),4.166667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-25,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.5125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-25,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.141667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-25,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),2.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-25,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-25,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),2.666667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-25,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-26,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),2.75,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-26,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-26,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.553333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-26,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.266667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-26,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),2.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-27,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.079167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-27,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),2.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-27,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),0.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-27,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),0.727273,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-27,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),2.720833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-27,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-28,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),3.341667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-28,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),1.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-28,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.891304,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-28,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),3.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-28,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-28,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),1.375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-29,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-29,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-29,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.758333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-29,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),2.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-29,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),2.75,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-29,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.816667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-30,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-30,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),9.541667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-30,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),3.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-30,99,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.55,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-30,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),2.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-30,11,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),2.625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-30,86,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),9.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
