Date Local,County Code,Parameter Name,Units of Measure,Arithmetic Mean,CBSA Name
2019-01-09,86,Sulfur dioxide,Parts per billion,0.766667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,11,Sulfur dioxide,Parts per billion,0.2375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,86,Sulfur dioxide,Parts per billion,0.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,11,Sulfur dioxide,Parts per billion,0.2625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,86,Sulfur dioxide,Parts per billion,0.826087,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,86,Sulfur dioxide,Parts per billion,0.83,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,11,Sulfur dioxide,Parts per billion,0.15,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,11,Sulfur dioxide,Parts per billion,0.125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,86,Sulfur dioxide,Parts per billion,0.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,86,Sulfur dioxide,Parts per billion,0.783333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,Sulfur dioxide,Parts per billion,0.1125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,86,Sulfur dioxide,Parts per billion,0.75,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,Sulfur dioxide,Parts per billion,0.125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,86,Sulfur dioxide,Parts per billion,0.745833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,11,Sulfur dioxide,Parts per billion,0.1375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,86,Sulfur dioxide,Parts per billion,0.7125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,11,Sulfur dioxide,Parts per billion,0.158333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,11,Sulfur dioxide,Parts per billion,0.125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,11,Sulfur dioxide,Parts per billion,0.145833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,86,Sulfur dioxide,Parts per billion,0.775,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,86,Sulfur dioxide,Parts per billion,0.783333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,86,Sulfur dioxide,Parts per billion,0.85,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,86,Sulfur dioxide,Parts per billion,0.858333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,11,Sulfur dioxide,Parts per billion,0.1125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,11,Sulfur dioxide,Parts per billion,0.120833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,86,Sulfur dioxide,Parts per billion,0.85,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,11,Sulfur dioxide,Parts per billion,0.1375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,11,Sulfur dioxide,Parts per billion,0.125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,86,Sulfur dioxide,Parts per billion,0.879167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-17,86,Sulfur dioxide,Parts per billion,0.875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-17,11,Sulfur dioxide,Parts per billion,0.15,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-17,11,Sulfur dioxide,Parts per billion,0.1625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-17,86,Sulfur dioxide,Parts per billion,0.908333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-18,11,Sulfur dioxide,Parts per billion,0.25,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-18,11,Sulfur dioxide,Parts per billion,0.266667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-18,86,Sulfur dioxide,Parts per billion,0.920833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-18,86,Sulfur dioxide,Parts per billion,0.8875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-19,11,Sulfur dioxide,Parts per billion,0.2125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-19,86,Sulfur dioxide,Parts per billion,0.933333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-19,11,Sulfur dioxide,Parts per billion,0.245833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-19,86,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-20,11,Sulfur dioxide,Parts per billion,0.1125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-20,86,Sulfur dioxide,Parts per billion,0.845833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-20,86,Sulfur dioxide,Parts per billion,0.8125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-20,11,Sulfur dioxide,Parts per billion,0.116667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-21,11,Sulfur dioxide,Parts per billion,0.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-21,86,Sulfur dioxide,Parts per billion,0.9125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-21,86,Sulfur dioxide,Parts per billion,0.933333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-21,11,Sulfur dioxide,Parts per billion,0.126087,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-22,86,Sulfur dioxide,Parts per billion,0.945455,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-22,86,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-22,11,Sulfur dioxide,Parts per billion,0.104167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-22,11,Sulfur dioxide,Parts per billion,0.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-23,86,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-23,86,Sulfur dioxide,Parts per billion,0.8875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-23,11,Sulfur dioxide,Parts per billion,0.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-23,11,Sulfur dioxide,Parts per billion,0.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-24,86,Sulfur dioxide,Parts per billion,0.883333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-24,86,Sulfur dioxide,Parts per billion,0.85,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-24,11,Sulfur dioxide,Parts per billion,0.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-24,11,Sulfur dioxide,Parts per billion,0.108333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-25,11,Sulfur dioxide,Parts per billion,0.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-25,86,Sulfur dioxide,Parts per billion,0.9375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-25,86,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-25,11,Sulfur dioxide,Parts per billion,0.108333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-26,86,Sulfur dioxide,Parts per billion,0.9625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-26,11,Sulfur dioxide,Parts per billion,0.166667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-26,86,Sulfur dioxide,Parts per billion,0.9125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-26,11,Sulfur dioxide,Parts per billion,0.1375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-27,86,Sulfur dioxide,Parts per billion,0.916667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-27,11,Sulfur dioxide,Parts per billion,0.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-27,11,Sulfur dioxide,Parts per billion,0.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-27,86,Sulfur dioxide,Parts per billion,0.9125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-28,86,Sulfur dioxide,Parts per billion,1.008333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-28,86,Sulfur dioxide,Parts per billion,0.9875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-29,86,Sulfur dioxide,Parts per billion,1.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-29,86,Sulfur dioxide,Parts per billion,1.0875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-30,86,Sulfur dioxide,Parts per billion,1.079167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-30,86,Sulfur dioxide,Parts per billion,1.0375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-30,11,Sulfur dioxide,Parts per billion,0.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-31,86,Sulfur dioxide,Parts per billion,1.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-31,11,Sulfur dioxide,Parts per billion,0.25,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-31,86,Sulfur dioxide,Parts per billion,1.014286,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-31,11,Sulfur dioxide,Parts per billion,0.270833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-01,86,Sulfur dioxide,Parts per billion,1.011765,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-01,11,Sulfur dioxide,Parts per billion,0.1375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-01,86,Sulfur dioxide,Parts per billion,0.98,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-01,11,Sulfur dioxide,Parts per billion,0.141667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-02,11,Sulfur dioxide,Parts per billion,0.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-02,11,Sulfur dioxide,Parts per billion,0.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-02,86,Sulfur dioxide,Parts per billion,1.10625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-02,86,Sulfur dioxide,Parts per billion,1.08,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-03,11,Sulfur dioxide,Parts per billion,0.045833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-03,11,Sulfur dioxide,Parts per billion,0.0375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-03,86,Sulfur dioxide,Parts per billion,1.135714,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-03,86,Sulfur dioxide,Parts per billion,1.125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-04,86,Sulfur dioxide,Parts per billion,1.133333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-04,86,Sulfur dioxide,Parts per billion,1.142105,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-04,11,Sulfur dioxide,Parts per billion,0.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-04,11,Sulfur dioxide,Parts per billion,0.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-05,86,Sulfur dioxide,Parts per billion,1.15,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-05,11,Sulfur dioxide,Parts per billion,0.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-05,11,Sulfur dioxide,Parts per billion,0.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-05,86,Sulfur dioxide,Parts per billion,1.154545,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-06,11,Sulfur dioxide,Parts per billion,0.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-06,86,Sulfur dioxide,Parts per billion,1.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-06,86,Sulfur dioxide,Parts per billion,1.1625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-06,11,Sulfur dioxide,Parts per billion,0.004167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-07,86,Sulfur dioxide,Parts per billion,1.1875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-07,86,Sulfur dioxide,Parts per billion,1.220833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-07,11,Sulfur dioxide,Parts per billion,0.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-07,11,Sulfur dioxide,Parts per billion,0.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-08,11,Sulfur dioxide,Parts per billion,0.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-08,86,Sulfur dioxide,Parts per billion,1.2625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-08,11,Sulfur dioxide,Parts per billion,0.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-08,86,Sulfur dioxide,Parts per billion,1.2375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-09,86,Sulfur dioxide,Parts per billion,1.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-09,86,Sulfur dioxide,Parts per billion,1.220833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-09,11,Sulfur dioxide,Parts per billion,0.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-09,11,Sulfur dioxide,Parts per billion,0.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-10,11,Sulfur dioxide,Parts per billion,-0.0125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-10,11,Sulfur dioxide,Parts per billion,0.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-10,86,Sulfur dioxide,Parts per billion,1.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-10,86,Sulfur dioxide,Parts per billion,1.220833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-11,11,Sulfur dioxide,Parts per billion,0.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-11,86,Sulfur dioxide,Parts per billion,1.254167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-11,11,Sulfur dioxide,Parts per billion,-0.041667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-11,86,Sulfur dioxide,Parts per billion,1.225,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-12,86,Sulfur dioxide,Parts per billion,1.290476,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-12,11,Sulfur dioxide,Parts per billion,-0.079167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-12,11,Sulfur dioxide,Parts per billion,-0.05,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-12,86,Sulfur dioxide,Parts per billion,1.25,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-13,86,Sulfur dioxide,Parts per billion,1.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-13,11,Sulfur dioxide,Parts per billion,0.392308,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-13,86,Sulfur dioxide,Parts per billion,1.313636,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-13,11,Sulfur dioxide,Parts per billion,0.333333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-14,86,Sulfur dioxide,Parts per billion,1.275,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-14,11,Sulfur dioxide,Parts per billion,0.970833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-14,11,Sulfur dioxide,Parts per billion,0.95,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-14,86,Sulfur dioxide,Parts per billion,1.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-15,86,Sulfur dioxide,Parts per billion,1.3125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-15,86,Sulfur dioxide,Parts per billion,1.341667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-15,11,Sulfur dioxide,Parts per billion,0.920833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-15,11,Sulfur dioxide,Parts per billion,0.9125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-16,86,Sulfur dioxide,Parts per billion,1.358333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-16,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-16,11,Sulfur dioxide,Parts per billion,0.908333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-16,86,Sulfur dioxide,Parts per billion,1.3375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-17,86,Sulfur dioxide,Parts per billion,1.3375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-17,86,Sulfur dioxide,Parts per billion,1.379167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-17,11,Sulfur dioxide,Parts per billion,0.925,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-17,11,Sulfur dioxide,Parts per billion,0.9125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-18,86,Sulfur dioxide,Parts per billion,1.416667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-18,86,Sulfur dioxide,Parts per billion,1.3875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-18,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-18,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-19,86,Sulfur dioxide,Parts per billion,1.383333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-19,86,Sulfur dioxide,Parts per billion,1.3625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-19,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-19,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-20,86,Sulfur dioxide,Parts per billion,1.4375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-20,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-20,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-20,86,Sulfur dioxide,Parts per billion,1.454167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-21,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-21,86,Sulfur dioxide,Parts per billion,1.470833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-21,86,Sulfur dioxide,Parts per billion,1.45,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-21,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-22,86,Sulfur dioxide,Parts per billion,1.495833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-22,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-22,86,Sulfur dioxide,Parts per billion,1.475,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-22,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-23,86,Sulfur dioxide,Parts per billion,1.4375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-23,86,Sulfur dioxide,Parts per billion,1.454167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-23,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-23,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-24,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-24,86,Sulfur dioxide,Parts per billion,1.45,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-24,86,Sulfur dioxide,Parts per billion,1.4625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-24,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-25,86,Sulfur dioxide,Parts per billion,1.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-25,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-25,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-25,86,Sulfur dioxide,Parts per billion,1.4875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-26,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-26,86,Sulfur dioxide,Parts per billion,1.483333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-26,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-26,86,Sulfur dioxide,Parts per billion,1.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-27,86,Sulfur dioxide,Parts per billion,1.55,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-27,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-27,86,Sulfur dioxide,Parts per billion,1.566667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-27,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-28,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-28,86,Sulfur dioxide,Parts per billion,1.5125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-28,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-02-28,86,Sulfur dioxide,Parts per billion,1.533333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-01,11,Sulfur dioxide,Parts per billion,0.908333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-01,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-01,86,Sulfur dioxide,Parts per billion,1.575,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-01,86,Sulfur dioxide,Parts per billion,1.616667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-02,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-02,86,Sulfur dioxide,Parts per billion,1.55,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-02,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-02,86,Sulfur dioxide,Parts per billion,1.566667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-03,11,Sulfur dioxide,Parts per billion,0.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-03,86,Sulfur dioxide,Parts per billion,1.570833,"Miami-Fort Lauderdale-West Palm Beach, FL"
