Date Local,County Code,Parameter Name,Units of Measure,Arithmetic Mean,CBSA Name
2019-03-01,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-01,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),22.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-04,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-04,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),2.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-07,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-07,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),8.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-10,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),10.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-10,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),9.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-13,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),10.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-13,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),14.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-16,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-16,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),11.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-19,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),2.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-19,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-22,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-22,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-25,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-25,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),9.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-28,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),11.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-28,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),8.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-31,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-03-31,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-04-03,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),8.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-04-03,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),11.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-04-06,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),8.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-04-06,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-04-09,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-04-09,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-04-12,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-04-12,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-04-15,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-04-15,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),8.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-04-18,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),8.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-04-18,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-04-21,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),8.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-04-21,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-04-24,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-04-24,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-04-27,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),8.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-04-30,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-03,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-03,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),9.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-06,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-06,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-09,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-09,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-12,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-12,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-15,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-15,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-18,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-18,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-21,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-21,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-24,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),18.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-24,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),14.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-27,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),8.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-27,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-30,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-05-30,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-02,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-02,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-05,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-05,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-08,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-08,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),2.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-11,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-11,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-14,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-14,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-17,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-17,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-20,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),19.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-20,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),18.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-23,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),22.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-23,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),16.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-26,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),15.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-26,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),9.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-29,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-06-29,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-02,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-02,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-05,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-05,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),9.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-08,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-08,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-11,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-11,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-14,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),37.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-14,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),42.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-17,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),10.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-17,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),9.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-20,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-20,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-23,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-23,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-26,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-26,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-29,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-07-29,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-01,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-04,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-04,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-07,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-07,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),8.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-10,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-10,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-13,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-13,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-16,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-16,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-19,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),8.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-19,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),8.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-22,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-22,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-25,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),2.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-25,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),2.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-28,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-28,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),2.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-08-31,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-09-03,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),9.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-09-06,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-09-09,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-09-09,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-09-12,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),10.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-09-12,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-09-15,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-09-15,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),2.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-09-18,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),10.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-09-18,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),13.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-09-21,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),8.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-09-21,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),17.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-09-24,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-09-24,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),11.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-09-27,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-09-27,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-09-30,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),12.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-09-30,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),8.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-01,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),14.116667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-02,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),10.308333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-03,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-03,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),8.620833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-04,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.9875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-05,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.883333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-06,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.7,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-06,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),9.804167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-07,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),4.6625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-08,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.7375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-09,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),2.6,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-09,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.954167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-10,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.830435,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-11,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.983333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-12,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.8,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-12,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),8.333333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-13,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.945833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-14,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.2625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-15,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.9,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-15,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.704167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-16,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.8625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-17,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.317391,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-18,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),5.995833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-18,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),2.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-19,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.554167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-20,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.545833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-21,86,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),2.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-21,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.0625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-10-22,11,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.741667,"Miami-Fort Lauderdale-West Palm Beach, FL"
